"Package","Class","Method","Groups","Priority","Enabled","Desc"
"performance","PerformanceTests","testTimeToFirstByte","none","5","ENABLED","TTFB (Time to First Byte) should be under 600ms"
"performance","PerformanceTests","testFirstContentfulPaint","none","6","ENABLED","First Contentful Paint must be Ã¢â€°Â¤ 2.5s (Google Core Web Vitals)"
"performance","PerformanceTests","testDOMContentLoadedTime","none","7","ENABLED","DOMContentLoaded event must fire within 3 seconds"
"performance","PerformanceTests","testEmailOTPAPIResponseTime","none","8","ENABLED","QA_Bypass_Verify_Email_Otp API must respond within 2s"
"performance","PerformanceTests","testSearchResultsLoadTime","none","9","ENABLED","Search results page must render within 3s of submitting query"
"performance","PerformanceTests","testMemoryUsage","none","10","ENABLED","Check for memory leaks Ã¢â‚¬â€ heap usage should not exceed 100MB"
"posts","AddPostTests","testAddPostModalOpens","TestGroups.SMOKE, TestGroups.P0","0","ENABLED","Add post modal opens on click"
"posts","AddPostTests","testTextPostOptionVisible","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Text post option is available in modal"
"posts","AddPostTests","testImagePostOptionVisible","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Image post option is available in modal"
"posts","AddPostTests","testAddImagePostAPITriggered","TestGroups.REGRESSION, TestGroups.P0","0","ENABLED","Add image post API call is triggered on publish"
"posts","AddPostTests","testCloseAddPostModal","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Closing add post modal dismisses it"
"posts","AddressManagementTests","testFetchAndDisplayAddress","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Fetch and display existing addresses"
"posts","AddressManagementTests","testAddNewAddressAPI","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Add a new address successfully"
"posts","AddressManagementTests","testEditAddressAPI","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Edit existing address saves updated data"
"posts","AddressManagementTests","testDeleteAddressAPI","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Delete address reduces address count"
"posts","AddressManagementTests","testAddressCountNonNegative","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Address count is non-negative after any operations"
"posts","AIPostTests","testAISuggestionAppears","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","AI-generated post suggestion appears"
"posts","AIPostTests","testApplyAISuggestion","TestGroups.REGRESSION, TestGroups.P3","0","ENABLED","Apply AI suggestion fills post textarea"
"posts","ExploreTests","testExplorePageLoads","TestGroups.SMOKE, TestGroups.P0","0","ENABLED","Explore page loads with content"
"posts","ExploreTests","testExploreHasPosts","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Explore feed has posts"
"posts","ExploreTests","testInfiniteScroll","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Infinite scroll loads more posts"
"posts","FeedTests","testFeedLoads","TestGroups.SMOKE, TestGroups.P0","0","ENABLED","Home feed loads talent cards after login"
"posts","FeedTests","testFeedCardHasContent","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Feed shows talent cards with name and category"
"posts","FeedTests","testFeedNotInterested","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Feed not interested â€” mark hides content"
"posts","FeedTests","testFeedInfiniteScroll","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Feed infinite scroll loads more cards"
"posts","FeedTests","testFeedReportAPI","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Feed report API â€” report content is triggered"
"posts","GalleryExploreDetailTests","testGalleryDetailOpens","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Gallery detail view opens on image click"
"posts","GalleryExploreDetailTests","testGalleryNavigation","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Navigation works in gallery detail"
"posts","LikeBookmarkTests","testLikePost","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Like a post and verify like count increases"
"posts","LikeBookmarkTests","testUnlikePost","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Unlike a post and verify like count decreases"
"posts","LikeBookmarkTests","testBookmarkPost","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Bookmark a post and verify it appears in saved"
"posts","PostDetailTests","testPostDetailOpens","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Post detail page opens with full content"
"posts","PostDetailTests","testCommentsVisible","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Comments are visible on post detail page"
"posts","SavedPostTests","testBookmarkPost","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Bookmark post saves it to saved list"
"posts","SavedPostTests","testSavedPostsVisible","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Saved posts list shows bookmarked posts"
"posts","SavedPostTests","testRemoveBookmark","TestGroups.REGRESSION, TestGroups.P3","0","ENABLED","Remove bookmark removes post from saved list"
"posts","ShareButtonTests","testShareButtonOpensModal","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Share button opens share modal/dialog"
"posts","ShareButtonTests","testShareCountUpdates","TestGroups.REGRESSION, TestGroups.P3","0","ENABLED","Share post updates share count"
"posts","SwitchProfileTests","testSwitchProfile","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","User can switch from talent profile to user profile view"
"posts","SwitchProfileTests","testTalentDashboardAccessible","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Talent dashboard URL is directly accessible after login"
"posts","SwitchProfileTests","testProfileTypeIndicatorVisible","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Profile type indicator (talent/user) is visible on dashboard"
"posts","SwitchProfileTests","testUserDashboardAccessible","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","User dashboard is accessible via direct URL navigation"
"posts","TextPostTests","testPublishTextPost","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Publish a valid text post"
"posts","TextPostTests","testEmptyTextPostValidation","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Submit empty text post shows validation error"
"posts","TextPostTests","testCharacterLimit","TestGroups.REGRESSION, TestGroups.P3","0","ENABLED","Character limit is enforced on text post"
"posts","VideoPostTests","testAddPostModalOpensForVideo","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Add post modal opens from dashboard for video post flow"
"posts","VideoPostTests","testImageVideoPostOptionVisible","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Image/video post option is available in the add post modal"
"posts","VideoPostTests","testGalleryPostOptionAccessible","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Gallery post modal can be opened from add post options"
"posts","VideoPostTests","testModalDismissedDuringVideoFlow","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Closing add post modal during video post flow dismisses it cleanly"
"posts","VideoPostTests","testNoNetworkErrorsOnPostModalOpen","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Opening add post modal triggers no network errors"
"posts","VideoPostTests","testUnauthenticatedPostCreationRedirects","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Accessing post creation without login redirects to login"
"profile","BioStepTests","testStepLoads","""regression"", ""p1""","1","ENABLED","Bio step page loads correctly"
"profile","BioStepTests","testAIBioGeneration","""regression"", ""p1""","2","ENABLED","AI bio generation produces non-empty text"
"profile","BioStepTests","testManualBioEntry","""regression"", ""p1""","3","ENABLED","Manual bio entry is accepted"
"profile","BioStepTests","testCharLimitValidation","""regression"", ""p1""","4","ENABLED","Bio character limit is enforced"
"profile","BioStepTests","testBioMandatory","""regression"", ""p1""","5","ENABLED","Bio is mandatory and shows error if empty"
"profile","BioStepTests","testRegenerateAIBio","""regression"", ""p1""","6","ENABLED","Regenerate AI bio produces a new bio text"
"profile","BioStepTests","testEditAIBio","""regression"", ""p1""","7","ENABLED","AI-generated bio can be manually edited"
"profile","BioStepTests","testBioPersists","""regression"", ""p1""","8","ENABLED","Bio text persists after saving and navigating back"
"profile","BioStepTests","testCharCounterUpdates","""regression"", ""p1""","9","ENABLED","Character counter updates as user types bio"
"profile","BioStepTests","testSaveMaxChars","""regression"", ""p1""","10","ENABLED","Bio at maximum character limit can be saved"
"profile","BioStepTests","testAISpinner","""regression"", ""p1""","11","ENABLED","AI loading spinner is shown during bio generation"
"profile","BioStepTests","testBioOnProfile","""regression"", ""p1""","12","ENABLED","Saved bio is displayed on public profile"
"profile","BioStepTests","testClearOnRegenerate","""regression"", ""p1""","13","ENABLED","Regenerating bio clears previous bio content"
"profile","BioStepTests","testBioAPIPayload","""regression"", ""p1"", ""api""","14","ENABLED","Bio save API payload is correctly structured"
"profile","ExperienceStepTests","testAddValidExperience","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Add valid work experience"
"profile","ExperienceStepTests","testAddMultipleExperiences","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Add multiple experiences"
"profile","ExperienceStepTests","testCurrentJobToggle","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Validate current job checkbox disables end date"
"profile","ExperienceStepTests","testDeleteExperience","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Delete experience entry"
"profile","ExperienceStepTests","testRequiredFieldValidation","TestGroups.REGRESSION, TestGroups.P3","0","ENABLED","Required field validation"
"profile","GalleryStepTests","testStepLoads","""regression"", ""p1""","1","ENABLED","Gallery step loads correctly"
"profile","GalleryStepTests","testUploadValidImage","""regression"", ""p1""","2","ENABLED","Uploading a valid image to gallery succeeds"
"profile","GalleryStepTests","testInvalidFormatRejected","""regression"", ""p1""","3","ENABLED","Invalid image format is rejected in gallery"
"profile","GalleryStepTests","testDeleteImage","""regression"", ""p1""","4","ENABLED","Deleting a gallery image removes it"
"profile","GalleryStepTests","testMaxLimitValidation","""regression"", ""p1""","5","ENABLED","Gallery enforces maximum image upload limit"
"profile","GalleryStepTests","testSkipGalleryStep","""regression"", ""p1""","6","ENABLED","Skip button bypasses gallery step"
"profile","GalleryStepTests","testImagesDisplayAfterUpload","""regression"", ""p1""","7","ENABLED","Uploaded images are displayed in the gallery"
"profile","PersonalInfoStepTests","testFormLoads","""regression"", ""p1""","1","ENABLED","Personal info step form loads correctly"
"profile","PersonalInfoStepTests","testSubmitValidInfo","""regression"", ""p1""","2","ENABLED","Submitting valid personal info proceeds to next step"
"profile","PersonalInfoStepTests","testEmptyNameRejected","""regression"", ""p1""","3","ENABLED","Empty name field shows validation error"
"profile","PersonalInfoStepTests","testValidImageUpload","""regression"", ""p1""","4","ENABLED","Valid image upload succeeds"
"profile","PersonalInfoStepTests","testInvalidImageFormatRejected","""regression"", ""p1""","5","ENABLED","Invalid image format is rejected"
"profile","PersonalInfoStepTests","testOversizedImageRejected","""regression"", ""p1""","6","ENABLED","Oversized image is rejected with error"
"profile","PersonalInfoStepTests","testPhoneFormatValidation","""regression"", ""p1""","7","ENABLED","Invalid phone format shows validation error"
"profile","PersonalInfoStepTests","testDOBValidation","""regression"", ""p1""","8","ENABLED","Invalid date of birth shows validation error"
"profile","PersonalInfoStepTests","testGenderRequired","""regression"", ""p1""","9","ENABLED","Gender is required and shows error if not selected"
"profile","PersonalInfoStepTests","testDataPersistsOnReload","""regression"", ""p1""","10","ENABLED","Entered personal info persists on page reload"
"profile","ProfileCompleteStatusTests","testCompletionPercentageVisible","TestGroups.SMOKE, TestGroups.P0","0","ENABLED","Profile completion percentage is displayed"
"profile","ProfileCompleteStatusTests","testAllSectionsVisible","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","All profile sections are visible on dashboard"
"profile","ProfileVisibilityTests","testProfilePageLoadsWithName","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","User profile page loads and displays the user's name"
"profile","ProfileVisibilityTests","testDashboardSectionsVisibleToOwner","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","All dashboard sections are visible to the profile owner"
"profile","ProfileVisibilityTests","testOpenToConnectToggle","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Open to Connect toggle changes the visibility state"
"profile","ProfileVisibilityTests","testShareProfileButtonAccessible","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Share profile button is accessible from the dashboard"
"profile","ProfileVisibilityTests","testProfileAccessibleViaUrl","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","User profile is accessible via profile URL"
"profile","ProfileVisibilityTests","testUnauthenticatedProfileAccessRedirects","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Accessing profile URL without login redirects to login"
"profile","ProfileVisibilityTests","testProfileCompletionPercentageShown","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Profile completion percentage is displayed on dashboard"
"profile","ProfileVisibilityTests","testEditProfileButtonAccessible","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Edit profile button is accessible from the dashboard"
"profile","ProjectStepTests","testAddValidProject","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Add valid project"
"profile","ProjectStepTests","testAddProjectInvalidUrl","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Add project with invalid URL"
"profile","ProjectStepTests","testDeleteProject","TestGroups.REGRESSION, TestGroups.P3","0","ENABLED","Delete project"
"profile","QualificationStepTests","testAddValidQualification","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Add valid qualification"
"profile","QualificationStepTests","testAddMultipleQualifications","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Add multiple qualifications"
"profile","QualificationStepTests","testDeleteQualification","TestGroups.REGRESSION, TestGroups.P3","0","ENABLED","Delete qualification"
"profile","SkillStepTests","testStepLoads","""regression"", ""p1""","1","ENABLED","Skill step loads correctly"
"profile","SkillStepTests","testAddSingleSkill","""regression"", ""p1""","2","ENABLED","Adding a single skill succeeds"
"profile","SkillStepTests","testSearchSkill","""regression"", ""p1""","3","ENABLED","Skill search returns matching results"
"profile","SkillStepTests","testAddMultipleSkills","""regression"", ""p1""","4","ENABLED","Adding multiple skills works correctly"
"profile","SkillStepTests","testDeleteSkill","""regression"", ""p1""","5","ENABLED","Deleting a skill removes it from the list"
"profile","SkillStepTests","testEditSkillLevel","""regression"", ""p1""","6","ENABLED","Editing skill experience level works"
"profile","SkillStepTests","testDropdownFilters","""regression"", ""p1""","7","ENABLED","Skill category dropdown filters results"
"profile","SkillStepTests","testMinOneSkillRequired","""regression"", ""p1""","8","ENABLED","At least one skill is required to proceed"
"profile","SkillStepTests","testExperienceLevelSelection","""regression"", ""p1""","9","ENABLED","Experience level selection works correctly"
"profile","SkillStepTests","testDuplicateSkillValidation","""regression"", ""p1""","10","DISABLED","KNOWN BUG TC_US_70: Duplicate skill not blocked"
"profile","SkillStepTests","testSearchNoResults","""regression"", ""p1""","11","ENABLED","Searching non-existent skill shows no results message"
"profile","SkillStepTests","testSkillPersistsOnRefresh","""regression"", ""p1""","12","ENABLED","Added skills persist after page refresh"
"profile","SkillStepTests","testSkillOrder","""regression"", ""p1""","13","ENABLED","Skills maintain their order after being added"
"profile","SkillStepTests","testSkillTagOnProfile","""regression"", ""p1""","14","ENABLED","Added skills appear as tags on the profile"
"profile","SkillStepTests","testNextButtonEnabled","""regression"", ""p1""","15","ENABLED","Next button is enabled after adding a skill"
"profile","SurveyPageTests","testSurveyLoads","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Survey page loads with questions"
"profile","SurveyPageTests","testSubmitSurvey","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Submit survey with all answers"
"regression","BookingTests","testBookNowButtonTriggersFlow","none","1","ENABLED","TC_BK_001: Clicking Book Now should start the booking flow"
"regression","BookingTests","testDateSelectionForBooking","none","2","ENABLED","TC_BK_002: User should be able to select an available date for booking"
"regression","BookingTests","testTimeSlotSelection","none","3","ENABLED","TC_BK_003: User should be able to select a time slot for booking"
"regression","BookingTests","testBookingNotesField","none","4","ENABLED","TC_BK_004: User should be able to add notes to their booking"
"regression","BookingTests","testBookingConfirmation","none","5","ENABLED","TC_BK_005: Confirming booking should show confirmation screen or message"
"regression","BookingTests","testCancelBeforeConfirmation","none","6","ENABLED","TC_BK_006: User should be able to cancel booking before confirming"
"regression","BookingTests","testBookingAppearsInMyBookings","none","7","ENABLED","TC_BK_007: Confirmed booking should appear in My Bookings list"
"regression","BookingTests","testPastDateNotSelectable","none","8","ENABLED","TC_BK_008: Calendar should not allow selecting past dates for booking"
"regression","BookingTests","testBookingWithNoDate","none","9","ENABLED","TC_BK_009: Confirming booking without selecting date should show error"
"regression","BookingTests","testBookingNotificationSent","none","10","ENABLED","TC_BK_010: A booking confirmation notification should be sent"
"regression","ChatTests","testChatListLoads","none","1","ENABLED","TC_CH_001: Chat section should load with conversation list or empty state"
"regression","ChatTests","testConversationItemsDisplayed","none","2","ENABLED","TC_CH_002: Chat list items show name, last message, timestamp"
"regression","ChatTests","testOpenConversation","none","3","ENABLED","TC_CH_004: Clicking a conversation opens the full chat window"
"regression","ChatTests","testSendTextMessage","none","4","ENABLED","TC_CH_005: User can type and send a text message"
"regression","ChatTests","testEmptyMessageBlocked","none","5","ENABLED","TC_CH_006: Sending an empty message should be blocked"
"regression","ChatTests","testEnterKeySendsMessage","none","6","ENABLED","TC_CH_009: Pressing Enter in message input sends the message"
"regression","ChatTests","testChatHistoryLoads","none","7","ENABLED","TC_CH_014: Opening a conversation loads previous message history"
"regression","ChatTests","testBackButtonReturnsToList","none","8","ENABLED","TC_CH_015: Back button from chat window returns to chat list"
"regression","ChatTests","testEmptyChatListState","none","9","ENABLED","TC_CH_017: Empty chat list shows an appropriate empty-state message"
"regression","ChatTests","testWebSocketActiveOnChat","none","10","ENABLED","TC_CH_018: WebSocket connection should be active on chat screen"
"regression","HomeTests","testHomePageLoads","none","1","ENABLED","Happy Path: Home page loads and displays talent cards"
"regression","HomeTests","testTalentCardsDisplayed","none","2","ENABLED","Verify talent cards are rendered in the feed"
"regression","HomeTests","testBottomNavigationVisible","none","3","ENABLED","Verify bottom navigation bar has all 4 tabs and is clickable"
"regression","HomeTests","testSearchBarClickable","none","4","ENABLED","Verify search bar is clickable and navigates to search"
"regression","HomeTests","testTalentCardOpensProfile","none","5","ENABLED","Clicking a talent card should open the profile view"
"regression","HomeTests","testScrollLoadsMore","none","6","ENABLED","Scroll to bottom of feed should load more talent cards"
"regression","HomeTests","testFilterPanelFunctionality","none","7","ENABLED","Verify filter panel opens and can be applied/reset"
"regression","HomeTests","testNotificationsIconClickable","none","8","ENABLED","Verify notifications icon is clickable and opens notifications"
"regression","HomeTests","testNavigateToChat","none","9","ENABLED","Navigate to Chat via bottom navigation"
"regression","HomeTests","testNoFailedAPICallsOnLoad","none","10","ENABLED","Verify no failed API calls during home page load"
"regression","LoginTests","testValidQALogin","none","1","ENABLED","Happy Path: Login with valid QA credentials and verify token"
"regression","LoginTests","testLoginWithMultipleUsers","none","2","ENABLED","Data-driven: Login with multiple valid mobile numbers"
"regression","LoginTests","testLoginButtonVisible","none","3","ENABLED","Verify Login button is visible and clickable on welcome screen"
"regression","LoginTests","testOTPScreenAppearsAfterPhoneEntry","none","4","ENABLED","Verify OTP screen appears after entering valid phone number"
"regression","LoginTests","testResendOTPAvailability","none","5","ENABLED","Verify Resend OTP option appears with timer on OTP screen"
"regression","LoginTests","testTokenStructure","none","6","ENABLED","Verify JWT token structure (3-part base64 encoded)"
"regression","LoginTests","testTokenInjectionToStorage","none","7","ENABLED","Verify tokens are correctly injected into browser storage after login"
"regression","LoginTests","testGraphQLLoginAPICalled","none","8","ENABLED","Verify QA_Bypass_Login GraphQL mutation is called during login"
"regression","LoginTests","testLoginRedirectsToApp","none","9","ENABLED","After login, verify user is redirected to app (profile/home)"
"regression","LoginTests","testNewTokenEachLogin","none","10","ENABLED","Verify login generates new token each time (no token reuse)"
"regression","LogoutTests","testLogoutButtonVisible","none","1","ENABLED","TC_LO_001: Logout button should be visible in settings"
"regression","LogoutTests","testLogoutConfirmationDialog","none","2","ENABLED","TC_LO_002: Clicking Logout should show a confirmation dialog"
"regression","LogoutTests","testCancelLogout","none","3","ENABLED","TC_LO_004: Cancelling logout should keep the user logged in"
"regression","LogoutTests","testConfirmLogout","none","4","ENABLED","TC_LO_003/006: Confirming logout ends session and redirects to login"
"regression","LogoutTests","testTokensClearedOnLogout","none","5","ENABLED","TC_LO_005: Tokens should be cleared from localStorage after logout"
"regression","LogoutTests","testBackButtonAfterLogout","none","6","ENABLED","TC_LO_007: Browser back after logout should NOT access protected pages"
"regression","NotificationTests","testNotificationsPageLoads","none","1","ENABLED","TC_NT_001: Notifications section should load when icon is clicked"
"regression","NotificationTests","testNotificationItemsDisplayed","none","2","ENABLED","TC_NT_002: Notification items should be listed with icon text and timestamp"
"regression","NotificationTests","testEmptyNotificationsState","none","3","ENABLED","TC_NT_003: Empty state message should be shown if no notifications exist"
"regression","NotificationTests","testMarkAllReadButton","none","4","ENABLED","TC_NT_004: Mark All Read button should mark all notifications as read"
"regression","NotificationTests","testNotificationClickNavigates","none","5","ENABLED","TC_NT_005: Clicking a notification should navigate to the relevant page"
"regression","NotificationTests","testNotificationBadgeCount","none","6","ENABLED","TC_NT_006: Unread notification count badge should appear on icon"
"regression","NotificationTests","testNotificationFilterTabs","none","7","ENABLED","TC_NT_007: All and Unread filter tabs should work on notifications"
"regression","NotificationTests","testRealTimeNotificationUpdate","none","8","ENABLED","TC_NT_008: Notification icon badge should update in real-time"
"regression","ProfileTests","testProfileFieldsVisible","none","1","ENABLED","Verify all profile creation fields are visible and functional"
"regression","ProfileTests","testCompleteProfileCreation","none","2","ENABLED","Happy Path: Create profile with all valid data"
"regression","ProfileTests","testProfileCreationWithData","none","3","ENABLED","Data-driven: Create profiles with various valid data combinations"
"regression","ProfileTests","testFirstNameAcceptsValidInput","none","4","ENABLED","Verify first name field accepts valid alphabetical names"
"regression","ProfileTests","testLastNameAcceptsValidInput","none","5","ENABLED","Verify last name field accepts valid alphabetical names"
"regression","ProfileTests","testEmailOTPBypass","none","6","ENABLED","Verify email OTP bypass via QA GraphQL API works correctly"
"regression","ProfileTests","testGenderSelectionMale","none","7","ENABLED","Verify MALE gender can be selected"
"regression","ProfileTests","testGenderSelectionFemale","none","8","ENABLED","Verify FEMALE gender can be selected"
"regression","ProfileTests","testDOBCalendarOpens","none","9","ENABLED","Verify DOB calendar dialog opens on click"
"regression","ProfileTests","testTermsCheckboxRequired","none","10","ENABLED","Verify Create Profile button requires Terms acceptance"
"regression","SearchTests","testBasicSearch","none","1","ENABLED","Happy Path: Search for 'plumber' returns talent results"
"regression","SearchTests","testSearchWithMultipleTerms","none","2","ENABLED","Data-driven: Multiple search terms return expected results"
"regression","SearchTests","testEmptySearch","none","3","ENABLED","Empty search should not crash and show recent searches or placeholder"
"regression","SearchTests","testSearchSuggestionsAppear","none","4","ENABLED","Typing in search field should show autocomplete suggestions"
"regression","SearchTests","testSortByRating","none","5","ENABLED","Sort by Rating should reorder search results"
"regression","SearchTests","testSortByDistance","none","6","ENABLED","Sort by Distance/Nearby should reorder by proximity"
"regression","SearchTests","testPriceRangeFilter","none","7","ENABLED","Apply price range filter and verify results are within range"
"regression","SearchTests","testNoResultsForUnknownTerm","none","8","ENABLED","Search for non-existent term should show no-results state"
"regression","SearchTests","testClearSearch","none","9","ENABLED","Clear button resets search input and results"
"regression","SearchTests","testSearchResultOpensProfile","none","10","ENABLED","Clicking a search result opens the talent profile page"
"regression","SettingsTests","testSettingsPageLoads","none","1","ENABLED","TC_ST_001: Settings page should load with all options visible"
"regression","SettingsTests","testPushNotificationToggle","none","2","ENABLED","TC_ST_002: Push notification toggle should enable/disable notifications"
"regression","SettingsTests","testChangePhoneNumberFlow","none","3","ENABLED","TC_ST_003: Change Phone Number should start OTP verification flow"
"regression","SettingsTests","testChangeEmailFlow","none","4","ENABLED","TC_ST_004: Change Email should navigate to email update screen"
"regression","SettingsTests","testHelpAndSupportAccessible","none","5","ENABLED","TC_ST_005: Help & Support section should be accessible from settings"
"regression","SettingsTests","testTermsOfServiceLink","none","6","ENABLED","TC_ST_006: Terms of Service link should be accessible from settings"
"regression","SettingsTests","testPrivacyPolicyLink","none","7","ENABLED","TC_ST_007: Privacy Policy link should be accessible from settings"
"regression","SettingsTests","testAppVersionDisplayed","none","8","ENABLED","TC_ST_008: App version number should be visible in settings"
"regression","SettingsTests","testProfileVisibilityToggle","none","9","ENABLED","TC_ST_009: Profile visibility toggle should control public/private profile"
"reviews","ReviewTests","testReviewsVisible","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Reviews are displayed on talent profile"
"reviews","ReviewTests","testSubmitReview","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Submit a valid review with 5 stars"
"reviews","ReviewTests","testReviewRatingRequired","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Submit review without rating shows validation error"
"reviews","ReviewTests","testAverageRatingUpdates","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Average rating updates after new review"
"search","DeleteRecentSearchTests","testRecentSearchAppears","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Recent searches appear after search"
"search","DeleteRecentSearchTests","testDeleteSingleRecentSearch","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Delete single recent search entry"
"search","DeleteRecentSearchTests","testClearAllRecentSearches","TestGroups.REGRESSION, TestGroups.P3","0","ENABLED","Clear all recent searches"
"search","TalentAddressSearchTests","testSearchByLocation","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Search talent by location filters results correctly"
"search","TalentAddressSearchTests","testMapViewShowsPins","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Map view shows talent pins"
"search","TalentSearchApiTests","testSearchApiValidKeyword","TestGroups.API, TestGroups.P1","0","ENABLED","Talent search API returns 200 with valid keyword"
"search","TalentSearchApiTests","testSearchApiEmptyKeyword","TestGroups.API, TestGroups.P2","0","ENABLED","Search API with empty keyword returns 400 or empty list"
"search","TalentSearchApiTests","testSearchApiResponseFields","TestGroups.API, TestGroups.P2","0","ENABLED","Search API returns correct fields in response"
"search","TalentSearchUITests","testSearchBarVisible","TestGroups.SMOKE, TestGroups.P0","0","ENABLED","Search bar is visible on talent search page"
"search","TalentSearchUITests","testSearchByKeyword","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Search for talent by keyword returns results"
"search","TalentSearchUITests","testSearchNoResults","TestGroups.REGRESSION, TestGroups.P1","0","ENABLED","Search with no results shows empty state"
"search","TalentSearchUITests","testFilterByCategory","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Filter by category narrows results"
"search","TalentSearchUITests","testPagination","TestGroups.REGRESSION, TestGroups.P2","0","ENABLED","Pagination works on search results"
"security","SecurityTests","testXSSInPhoneField","none","1","ENABLED","OWASP A03: XSS payloads in phone number field should be sanitized"
"security","SecurityTests","testXSSInFirstNameField","none","2","ENABLED","OWASP A03: XSS payloads in profile first name should be sanitized"
"security","SecurityTests","testSQLInjectionInSearch","none","3","ENABLED","OWASP A03: SQL injection payloads in search should be sanitized"
"security","SecurityTests","testAllRequestsUseHTTPS","none","4","ENABLED","OWASP A02: All network requests must use HTTPS"
"security","SecurityTests","testNoSensitiveDataInURLs","none","5","ENABLED","OWASP A02: Tokens and secrets must not appear in request URLs"
"security","SecurityTests","testAuthHeaderPresentInAPIcalls","none","6","ENABLED","OWASP A07: Authorization header must be present in authenticated API calls"
"security","SecurityTests","testTokenExpiry","none","7","ENABLED","OWASP A07: JWT token should have a valid expiry and not be expired"
"security","SecurityTests","testQASecretNotExposedInResponses","none","8","ENABLED","QA secret key must not appear in any API response"
"security","SecurityTests","testOTPRateLimiting","none","9","ENABLED","OWASP A04: Multiple OTP requests should trigger rate limiting"
"security","SecurityTests","testXSSPayloadsInFields","none","10","ENABLED","Data-driven: Multiple XSS payloads across different input fields"
"security","SecurityTests","testCSRFProtection","none","11","ENABLED","API endpoints should have CSRF protection or SameSite cookies"
